cenario,total_drones,chegaram,colidiram,nao_concluiram,taxa_sucesso,taxa_colisao,tempo_total_simulacao,tempo_medio_chegada,distancia_media_percorrida
colisao_central,4,0,4,0,0.00,100.00,28,0.00,56.00
colisao_central,4,0,4,0,0.00,100.00,28,0.00,56.00
colisao_central,4,0,4,0,0.00,100.00,28,0.00,56.00
